study_hours,sleep_hours,social_activity,screen_time,stress_level,family_support,physical_activity,cgpa,anxiety_level,self_esteem,headache,sleep_quality,breathing_problem,living_conditions,safety,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,extracurricular_activities,addiction,isolation,mental_health_status
10,6,5,12,2,9,5,7.24,0,9,10,2,2,8,7,10,9,1,1,1,10,0,10,6,7,0
3,5,9,6,4,8,2,6.2,6,5,7,4,3,6,3,2,4,9,5,6,9,10,7,2,1,0
9,6,0,4,4,3,2,7.16,5,4,0,4,10,10,10,10,7,5,8,9,10,2,5,1,9,0
9,5,10,13,4,8,5,6.13,2,7,2,5,1,1,9,6,7,5,4,3,8,7,5,10,1,0
1,6,9,14,5,2,0,6.68,3,7,1,3,7,0,5,10,3,2,0,6,9,2,2,8,3,1
6,9,8,0,6,4,0,7.49,5,5,3,1,5,7,2,2,5,10,7,2,9,7,1,9,3,1
4,8,4,0,4,9,4,3.45,4,5,1,0,2,8,10,10,5,5,3,5,0,8,6,7,7,0
10,4,10,8,5,8,0,6.19,6,3,10,7,4,9,7,5,7,1,7,6,2,5,5,7,0,1
5,7,4,4,4,5,9,6.72,4,6,7,1,4,4,7,7,5,7,3,6,6,6,0,2,7,0
1,8,5,0,3,2,7,7.83,5,4,0,3,0,10,2,4,4,0,10,4,0,5,1,10,6,0
4,5,8,6,4,9,1,7.47,6,4,3,6,4,5,8,10,5,5,7,5,4,7,1,9,0,0
9,7,7,8,4,8,5,6.62,4,5,4,2,5,1,9,10,7,0,8,2,5,6,0,8,4,0
3,9,7,10,4,5,9,7.08,3,8,9,1,9,10,4,2,4,8,4,3,2,9,2,7,1,0
8,4,7,0,5,3,9,6.73,4,7,3,7,9,4,9,5,6,8,4,10,5,0,4,1,2,1
5,5,0,9,5,3,4,6.91,4,5,7,4,10,3,8,7,5,5,1,5,3,2,3,6,10,1
1,8,0,13,4,7,9,7.0,5,5,1,2,10,7,6,9,3,5,8,2,5,2,1,7,10,0
0,7,7,12,7,6,3,6.9,9,0,8,3,10,7,9,2,1,8,10,6,5,2,7,6,4,1
4,7,4,3,2,0,0,7.36,4,5,1,4,1,4,2,10,6,4,3,2,3,3,8,8,4,0
8,7,8,13,3,5,2,6.87,5,5,1,3,2,10,5,10,7,8,2,8,0,0,7,6,4,0
5,7,1,2,10,7,3,7.37,10,0,1,1,9,7,9,4,2,4,1,3,2,10,6,6,8,1
9,4,8,4,2,2,1,6.77,4,6,9,6,4,5,1,8,8,3,2,1,10,1,9,0,2,0
6,8,7,6,2,8,1,6.18,2,7,7,0,2,9,5,9,7,1,3,5,9,4,1,1,3,0
4,8,8,7,6,9,1,8.13,4,6,2,2,4,5,4,9,4,1,8,8,6,10,5,4,0,1
9,6,3,12,0,1,10,6.56,1,8,9,5,4,3,2,2,9,0,5,9,1,5,10,10,6,0
5,6,0,1,4,5,0,6.16,2,9,10,5,7,9,6,10,5,9,9,9,3,8,3,0,9,0
4,4,0,6,9,0,9,7.33,9,1,9,5,9,10,10,1,2,2,4,1,5,1,4,9,10,1
10,7,4,13,1,10,1,7.43,0,10,7,1,8,2,3,10,9,0,8,3,4,8,8,6,6,0
8,7,1,13,1,1,5,6.4,0,10,6,1,7,8,10,7,8,5,7,4,5,6,8,4,10,0
5,6,7,0,2,4,2,6.51,1,9,9,5,2,4,5,6,6,10,5,8,4,8,3,4,2,0
10,8,9,6,6,0,9,4.42,7,3,3,3,0,9,8,8,7,6,2,6,8,3,7,7,0,1
7,6,10,7,7,7,4,6.85,6,4,6,5,2,9,5,3,5,8,6,4,10,6,10,8,0,1
1,7,4,1,3,0,0,7.84,4,5,10,1,0,3,3,2,4,6,9,5,1,0,4,9,8,0
8,5,4,8,6,8,7,6.58,7,2,7,4,10,5,9,9,6,3,5,8,3,7,8,0,4,1
4,6,1,0,7,9,3,6.43,5,5,5,2,8,3,1,4,3,3,10,3,0,6,1,9,9,1
6,6,6,15,8,10,8,4.12,7,2,5,5,2,5,8,10,4,7,7,1,6,6,3,3,6,1
9,6,7,12,4,2,3,6.67,6,4,2,3,7,9,3,0,7,3,5,4,0,1,2,10,3,0
0,6,9,5,0,1,1,7.68,0,10,4,4,5,7,3,4,5,0,10,6,5,9,6,1,2,0
9,6,0,0,3,0,2,6.48,2,9,9,4,2,7,1,2,8,8,9,3,9,8,1,8,10,0
4,8,1,2,4,8,4,8.95,3,7,1,3,8,5,4,0,5,2,3,0,9,10,2,8,7,0
9,5,9,10,4,3,9,6.53,6,4,4,4,7,0,5,2,7,0,9,7,8,7,8,0,3,0
1,4,3,5,4,0,5,6.65,6,3,4,7,2,0,9,4,3,8,6,4,1,0,7,2,7,0
5,9,4,2,7,0,6,6.31,8,2,6,0,6,2,5,4,4,10,6,9,0,10,1,9,6,1
10,8,1,7,7,6,3,7.17,9,1,3,0,4,1,2,9,6,10,10,1,10,0,5,7,8,1
0,5,0,4,4,1,6,6.52,5,6,10,4,1,0,8,7,3,9,7,2,10,4,2,1,8,0
2,7,8,1,7,6,9,6.83,5,4,5,4,7,0,6,10,2,9,1,9,10,1,5,1,3,1
4,6,0,3,5,6,2,6.96,6,3,8,5,0,5,2,0,4,4,10,9,9,0,4,1,9,1
3,7,3,8,5,9,6,7.55,4,7,3,3,3,6,3,6,4,8,5,4,2,9,9,4,8,1
2,7,1,3,6,8,3,6.8,6,4,10,2,10,7,6,4,3,2,2,10,5,10,3,8,10,1
9,6,10,9,5,6,7,7.25,5,6,5,5,10,2,10,2,7,5,7,3,6,7,6,6,0,1
4,5,3,9,9,0,8,6.59,8,1,8,3,3,0,7,3,2,10,3,8,10,3,10,6,8,1
10,5,7,7,2,7,6,7.72,3,8,9,6,9,4,5,2,9,10,3,8,7,1,9,1,5,0
7,5,7,4,3,7,7,6.03,2,7,0,6,4,7,3,7,7,6,1,7,3,4,6,1,4,0
10,5,10,10,4,3,7,6.19,6,5,7,3,3,10,1,3,8,4,5,1,7,10,3,4,2,0
3,6,8,10,5,7,1,7.52,6,4,0,2,0,10,9,2,4,7,5,4,6,5,2,6,3,1
0,5,10,15,7,3,8,7.78,6,4,3,6,6,3,7,1,1,9,0,7,10,7,3,6,0,1
10,7,4,9,4,7,5,6.09,6,3,2,1,9,1,0,2,8,5,7,7,7,6,1,8,6,0
6,8,6,12,2,4,10,6.75,4,7,3,2,10,8,8,6,7,5,2,6,4,6,3,2,3,0
7,5,2,12,6,3,3,6.94,7,2,6,5,1,8,7,5,5,6,0,3,9,0,3,0,8,1
2,7,9,13,6,5,4,8.46,4,6,8,3,9,2,2,9,3,7,9,2,6,2,4,8,0,1
5,7,3,14,1,1,9,7.59,0,9,8,1,2,6,9,4,7,1,0,7,3,2,0,0,5,0
1,7,9,0,4,1,4,7.97,6,4,9,1,4,0,3,7,3,6,0,7,0,6,1,7,2,0
6,6,8,15,1,1,6,6.15,0,9,0,2,7,7,9,10,7,8,4,9,2,1,7,4,3,0
7,7,9,6,3,8,8,8.69,5,6,9,2,9,7,3,0,7,0,4,4,9,9,7,7,0,0
5,7,9,15,3,9,6,4.94,1,9,0,1,7,2,1,2,6,0,0,2,8,6,7,6,0,0
5,4,0,2,6,2,8,7.59,8,1,8,6,1,4,10,1,4,6,4,4,10,8,4,8,10,1
4,8,1,9,5,9,3,7.27,7,3,3,2,8,3,9,1,4,4,6,3,3,0,7,1,8,1
7,7,4,15,2,3,9,7.87,4,7,2,3,5,6,4,10,7,0,4,7,4,1,8,8,7,0
0,5,2,7,6,9,9,3.45,8,2,8,4,8,10,2,0,2,0,8,1,2,10,3,9,10,1
9,6,1,13,2,7,3,7.0,2,9,4,5,3,6,10,4,8,1,3,10,10,5,3,4,10,0
3,7,0,11,5,3,5,9.04,3,7,5,3,2,10,0,4,4,10,8,7,5,1,6,4,8,1
3,6,9,2,3,10,7,6.15,5,6,0,3,4,7,1,2,5,9,7,9,3,1,4,0,3,0
2,8,2,0,4,9,8,7.52,3,7,0,3,4,4,10,8,4,8,0,5,4,4,10,5,10,0
2,10,0,4,6,9,0,10.0,7,4,6,0,3,10,6,5,3,2,3,3,10,6,9,9,10,1
3,5,0,1,6,6,0,7.22,5,4,9,4,6,4,0,9,3,8,6,10,6,3,0,9,9,1
10,4,0,10,7,4,7,6.32,6,3,7,7,7,7,1,5,6,5,0,2,6,5,7,9,10,1
0,7,7,3,4,8,10,6.85,4,6,10,1,4,4,9,9,3,9,7,9,8,2,3,9,4,0
10,7,2,15,5,3,6,4.75,3,8,7,1,8,0,6,5,7,5,10,4,1,3,7,2,7,1
10,6,10,0,4,2,8,7.62,4,5,6,4,6,10,0,1,8,6,1,5,3,3,1,9,1,0
1,9,0,15,5,1,10,7.01,3,7,10,2,6,2,6,10,3,9,7,0,7,3,3,2,10,1
8,4,6,8,5,0,2,8.88,7,2,8,6,7,1,7,9,6,10,10,0,3,0,1,2,6,1
9,7,9,5,4,10,9,4.79,4,7,0,2,3,9,10,9,7,7,3,10,2,3,4,3,2,0
1,6,2,7,1,5,4,7.68,2,8,1,2,9,4,1,7,5,10,7,9,9,3,9,8,8,0
4,9,7,10,5,9,2,6.5,3,8,2,1,5,7,3,5,4,2,0,2,5,5,9,7,5,1
8,9,3,3,5,1,4,7.12,5,6,4,1,4,8,6,2,6,7,4,1,2,8,7,5,9,1
8,5,3,8,3,7,9,6.8,4,7,3,3,0,8,0,9,7,5,8,0,1,9,10,7,6,0
7,5,4,1,2,5,0,7.53,1,8,3,4,8,0,5,8,7,5,6,10,8,5,6,7,7,0
0,8,5,8,7,4,10,9.1,9,1,7,2,1,0,4,1,1,10,2,7,2,5,10,0,7,1
0,6,6,11,5,1,3,6.57,7,4,7,4,5,0,10,6,2,2,3,0,0,6,4,8,5,1
8,6,3,4,4,6,5,6.68,3,6,10,5,7,0,5,2,7,5,9,9,8,6,10,0,6,0
10,6,7,12,2,1,1,7.0,2,9,6,5,2,8,7,5,9,10,6,7,4,0,6,10,4,0
7,3,5,5,3,4,6,7.58,2,7,0,5,4,0,10,4,7,7,5,4,6,7,4,1,6,0
9,6,0,2,7,1,7,7.78,8,2,9,2,6,6,10,5,6,6,3,3,1,0,6,8,9,1
8,5,0,3,5,10,0,7.51,3,7,3,4,3,5,0,7,6,9,2,7,0,8,3,6,10,1
6,5,8,5,3,9,3,7.85,3,7,0,4,4,8,2,2,6,9,10,7,5,3,3,9,3,0
2,9,9,6,6,10,10,10.0,4,6,10,1,0,10,10,1,3,6,1,10,4,8,9,0,1,1
2,5,5,0,3,10,3,8.11,2,9,4,6,3,8,8,7,4,2,9,7,9,7,3,2,7,0
1,8,9,6,8,1,4,7.51,10,0,2,1,6,3,7,0,1,9,8,2,5,8,10,0,0,1
4,6,7,0,7,6,3,7.75,5,5,2,4,9,8,3,1,3,2,2,7,1,5,7,4,1,1
2,6,6,4,4,8,8,6.28,2,9,3,4,6,5,10,9,4,4,6,0,6,8,0,3,4,0
5,7,5,5,3,4,6,6.08,5,5,1,1,9,4,9,0,6,4,0,3,0,3,9,7,7,0
1,7,3,12,0,6,1,6.36,0,10,6,4,9,8,8,4,5,8,7,4,10,2,4,8,6,0
2,7,6,1,2,3,0,7.43,0,10,3,3,3,6,6,7,5,8,0,5,7,2,9,3,4,0
4,8,8,14,2,1,8,6.3,4,5,4,0,5,8,1,1,6,9,1,4,6,7,1,2,4,0
10,6,10,14,5,2,0,3.46,7,2,1,4,4,4,0,3,7,4,0,4,6,1,9,3,0,1
10,5,9,12,4,1,5,7.6,3,6,5,6,0,3,0,3,8,4,3,4,5,5,3,2,3,0
0,5,9,9,2,4,1,7.87,1,9,8,5,7,9,2,10,4,5,1,8,9,8,4,5,0,0
0,5,6,8,4,5,3,8.99,2,9,7,5,6,2,9,10,3,7,0,9,4,8,7,0,2,0
9,10,0,13,6,6,5,9.19,6,5,7,0,4,4,1,6,6,5,0,9,8,7,1,1,10,1
8,8,9,9,6,2,4,6.81,5,6,1,1,9,8,3,0,6,10,1,2,2,7,1,7,0,1
6,4,8,5,1,3,10,7.74,0,10,3,4,9,2,7,8,7,5,5,1,8,0,1,2,3,0
0,5,3,6,4,7,5,7.75,4,5,7,5,6,0,4,2,3,8,1,9,4,10,7,3,5,0
7,7,2,13,2,3,2,7.44,2,9,10,1,9,1,4,5,7,0,10,1,7,6,2,0,7,0
2,7,3,14,6,6,4,6.51,8,2,0,4,2,9,5,9,3,3,1,7,10,0,4,2,6,1
7,7,3,9,6,5,1,7.24,5,5,7,1,7,4,4,4,5,9,7,4,2,8,1,0,6,1
4,6,9,14,3,6,6,7.52,4,7,2,4,4,2,4,3,5,9,4,4,6,2,5,10,1,0
0,6,10,7,3,0,2,7.71,4,7,7,3,1,5,6,8,3,1,7,5,9,0,9,9,2,0
6,7,1,10,4,2,0,7.22,2,8,5,2,1,10,5,10,6,8,7,8,3,7,5,4,7,0
4,6,0,14,0,5,7,3.49,0,10,6,2,3,7,9,8,7,2,1,6,4,6,1,0,9,0
5,3,9,12,5,2,7,9.42,6,4,1,6,6,5,10,0,5,9,6,4,3,1,3,8,1,1
5,6,0,9,4,6,2,6.75,3,8,0,4,9,9,1,6,5,10,8,4,8,6,10,6,10,0
7,5,7,15,6,8,6,6.81,5,4,5,5,3,8,0,9,5,1,7,9,6,4,1,10,1,1
8,6,1,0,2,2,8,7.56,3,7,2,5,8,5,0,8,8,7,8,8,5,6,9,7,10,0
1,10,9,13,3,0,7,6.62,2,7,3,0,1,4,3,4,4,3,7,8,5,9,3,8,1,0
8,7,4,7,1,9,2,9.21,1,10,8,2,5,3,1,0,8,10,3,1,10,6,10,9,4,0
10,6,3,3,2,5,1,6.51,0,10,2,5,3,1,5,7,9,1,9,6,9,1,6,7,7,0
9,7,7,15,2,0,9,6.57,4,7,1,1,5,5,8,4,8,3,6,9,6,1,4,2,1,0
8,7,1,9,6,0,6,7.27,7,3,1,4,9,1,9,5,6,6,8,0,4,6,9,6,8,1
9,7,9,15,3,7,6,6.55,5,6,1,2,8,4,10,6,8,6,8,3,9,2,3,6,2,0
9,7,8,7,5,8,8,6.1,3,6,5,1,9,0,9,9,7,0,3,1,2,3,9,6,2,1
6,9,6,12,4,1,4,7.25,4,5,1,1,8,2,7,6,6,0,6,9,10,6,9,7,4,0
0,5,6,14,2,8,3,7.09,2,9,10,5,8,9,3,6,4,2,5,8,10,1,2,3,4,0
6,7,0,5,4,4,7,7.92,4,5,6,4,8,4,1,0,6,1,2,5,2,1,5,10,10,0
9,5,1,10,6,7,3,7.58,6,3,6,5,2,6,0,6,6,2,9,3,6,8,1,5,10,1
4,7,3,8,2,6,3,6.5,3,8,6,2,10,7,6,10,6,3,5,2,10,10,3,1,6,0
5,5,3,10,6,6,1,6.69,7,3,1,6,8,6,9,2,4,6,7,3,9,0,7,6,7,1
9,5,10,15,3,3,0,6.56,2,9,6,4,2,6,2,4,8,1,1,1,0,2,1,8,1,0
6,6,2,3,4,1,3,6.54,3,7,9,3,9,10,5,9,6,6,2,4,3,9,8,4,10,0
4,8,6,1,6,4,6,7.78,4,5,7,0,2,1,4,4,4,4,7,8,9,3,1,3,2,1
6,8,7,13,3,10,8,6.47,2,7,7,0,4,5,4,7,6,7,3,5,7,4,7,1,1,0
8,4,1,1,5,10,8,8.84,3,6,1,4,5,4,1,6,6,7,3,1,3,2,7,6,7,1
2,6,3,4,4,2,9,7.91,2,7,4,4,8,10,8,6,4,4,1,5,0,8,6,1,6,0
7,5,2,9,5,8,0,7.21,3,6,5,3,0,8,10,5,6,9,10,8,4,4,9,1,8,1
1,5,1,8,0,5,4,7.63,0,10,8,4,7,9,3,6,5,7,9,3,0,6,5,8,9,0
10,6,5,11,1,0,6,7.99,3,7,5,5,3,10,9,6,9,8,0,0,8,10,0,1,7,0
6,6,3,2,6,2,6,3.08,8,2,9,5,9,3,0,4,5,6,6,1,7,6,1,9,5,1
1,10,5,15,7,3,9,7.8,8,3,5,0,6,6,1,4,2,5,3,4,6,10,6,2,4,1
3,7,1,7,3,8,5,8.41,1,8,9,3,5,10,8,3,5,6,5,9,4,8,10,2,10,0
6,4,3,3,4,10,10,6.67,4,5,9,7,5,7,6,3,6,6,7,6,3,1,3,1,7,0
2,6,10,5,5,5,9,6.1,4,5,5,3,6,5,9,4,3,2,10,7,6,2,8,9,0,1
1,8,5,9,6,3,3,6.82,5,6,8,1,3,2,1,9,2,5,6,2,2,3,2,2,4,1
10,9,4,5,0,0,2,7.62,1,10,9,0,5,10,6,8,10,5,6,8,7,7,3,8,8,0
9,4,2,2,3,7,8,7.98,4,7,6,7,2,4,3,10,8,10,5,1,4,0,2,10,7,0
6,3,7,13,4,10,9,6.02,2,7,0,8,4,0,9,5,6,8,10,3,4,8,6,10,5,0
0,9,6,4,6,1,3,10.0,4,6,0,0,1,7,1,7,2,0,3,3,0,4,1,10,4,1
7,7,2,11,9,10,7,7.28,8,3,3,1,2,10,3,8,4,6,3,5,9,3,9,2,10,1
2,5,5,2,4,10,0,7.7,3,8,1,4,8,1,4,3,4,0,8,9,10,7,1,4,7,0
1,7,3,10,2,7,6,6.07,1,9,2,2,5,9,3,6,4,9,10,5,7,8,1,6,9,0
2,2,10,14,5,5,5,7.74,4,7,6,7,2,6,2,4,3,3,4,2,6,2,3,0,2,1
4,6,4,10,7,7,0,6.47,9,1,6,3,1,8,5,3,3,6,8,8,0,3,7,0,4,1
10,6,10,14,5,5,3,6.24,3,6,2,5,4,0,0,6,7,5,10,10,3,0,7,9,0,1
7,8,4,0,3,4,4,7.77,1,9,1,0,9,3,7,2,7,5,8,4,3,2,7,1,4,0
9,5,6,15,6,4,10,7.82,5,5,0,5,4,6,4,0,6,4,3,1,8,9,7,0,2,1
6,6,10,6,6,9,7,7.94,6,3,8,3,0,8,7,6,5,10,1,5,9,4,6,0,0,1
6,5,4,3,2,9,3,6.06,1,10,9,3,2,1,9,8,7,6,1,2,1,7,5,9,7,0
6,7,10,13,5,10,2,8.74,6,3,2,2,6,1,3,1,5,8,8,7,3,0,6,3,2,1
7,5,2,6,6,7,1,7.35,6,5,8,6,8,5,3,6,5,5,8,2,9,0,4,9,7,1
0,6,9,2,7,6,3,7.55,8,3,3,4,4,2,4,9,1,9,2,4,2,2,7,2,0,1
3,5,4,11,4,7,10,6.06,4,6,9,3,3,3,4,1,4,6,4,3,9,8,1,0,8,0
5,7,6,14,4,7,9,4.61,5,4,5,1,2,2,10,2,5,8,4,3,4,8,4,2,5,0
8,7,4,14,7,6,3,8.42,6,4,6,3,9,0,5,9,5,6,1,1,6,0,6,0,8,1
1,6,4,10,2,1,9,7.62,1,8,9,5,8,5,4,9,4,5,1,7,4,3,8,2,6,0
0,7,8,4,5,10,4,7.39,5,4,5,3,6,10,4,2,2,2,9,2,4,7,9,3,2,1
9,4,2,4,2,8,6,8.42,3,7,0,4,6,10,7,3,8,0,0,3,3,1,0,10,7,0
1,6,5,14,7,6,8,7.77,9,2,5,4,7,1,5,5,2,9,1,5,8,3,10,10,6,1
6,6,0,12,4,10,1,6.67,4,7,10,5,9,1,1,2,6,8,10,8,5,6,8,7,9,0
2,10,9,1,7,5,4,7.5,7,2,5,1,0,6,3,8,2,6,6,3,9,6,2,2,3,1
9,4,4,10,5,8,10,3.18,3,8,4,5,10,4,3,1,7,2,0,2,5,4,0,2,7,1
1,9,7,9,2,0,9,7.23,2,8,2,1,3,7,4,6,4,9,0,4,10,6,6,8,2,0
10,7,4,11,7,10,8,4.97,9,1,9,3,4,1,5,5,6,8,8,8,5,5,2,10,8,1
6,7,8,1,8,1,2,6.83,7,3,2,1,4,9,10,1,4,2,1,0,5,1,7,8,0,1
1,9,10,3,6,0,0,10.0,7,2,10,2,0,7,4,10,2,2,10,4,0,8,10,5,2,1
2,7,5,14,3,9,1,6.42,1,8,9,3,2,6,10,2,4,6,3,10,10,4,1,9,4,0
10,7,7,3,4,2,5,7.3,5,6,6,1,1,9,5,5,8,1,10,3,5,1,3,3,4,0
6,6,9,3,5,10,4,8.59,4,6,7,3,6,7,7,9,5,9,2,4,3,5,1,9,2,1
3,8,7,5,3,4,0,7.65,3,7,2,2,4,10,3,3,5,6,10,6,1,9,10,4,1,0
0,8,2,1,8,0,0,6.87,10,0,2,2,2,2,10,0,1,6,3,6,5,4,3,8,7,1
4,5,6,5,5,3,10,7.65,3,6,6,3,10,7,2,0,4,0,10,6,0,1,0,0,2,1
8,4,6,6,0,7,3,6.93,2,7,9,4,7,5,8,2,9,9,10,0,0,9,9,6,4,0
7,6,9,10,5,5,3,7.63,7,3,6,5,0,1,2,7,6,10,6,8,4,9,4,10,3,1
8,5,5,9,4,0,5,6.27,6,4,10,6,0,5,10,10,7,1,9,6,5,6,2,6,5,0
9,6,6,2,4,0,5,6.11,6,5,8,5,5,4,7,3,7,4,1,3,1,9,8,9,4,0
8,8,1,10,4,2,9,4.5,3,7,5,2,0,2,9,10,7,3,1,3,9,1,3,0,7,0
6,6,8,11,6,9,5,6.85,8,3,6,2,3,0,4,0,5,2,8,1,7,6,5,0,0,1
3,6,9,7,7,7,0,9.2,9,2,10,5,5,6,8,7,3,9,5,5,3,5,8,8,3,1
4,6,9,1,5,10,9,7.21,4,6,9,4,0,1,2,9,4,10,10,9,3,3,1,6,0,1
0,8,0,10,4,10,8,7.61,5,6,0,3,8,0,9,5,3,7,6,2,9,3,6,3,8,0
0,3,0,7,4,7,10,4.78,3,8,6,6,3,0,9,0,3,6,4,0,4,5,2,8,8,0
2,5,2,12,5,2,6,6.97,5,4,1,5,8,6,7,9,3,8,4,4,9,8,0,4,6,1
7,6,2,10,3,6,6,7.15,2,8,6,5,8,0,6,9,7,2,3,5,3,9,8,2,6,0
1,8,0,4,6,2,10,6.47,7,4,2,3,5,8,6,5,2,9,7,10,10,5,8,1,10,1
3,6,6,1,5,3,6,6.24,5,6,8,3,6,5,10,0,4,0,6,4,4,5,10,8,4,1
1,4,3,6,8,8,1,7.79,8,3,4,5,0,3,9,9,1,8,9,4,9,10,3,3,9,1
4,7,9,13,7,3,1,3.05,5,5,6,4,4,3,8,9,3,8,1,9,2,0,8,6,2,1
8,5,1,1,3,2,5,6.47,5,4,7,6,2,4,7,2,7,0,1,10,7,4,6,0,10,0
0,5,9,13,6,4,6,6.32,6,3,1,3,9,1,2,1,2,7,5,7,5,0,3,8,0,1
4,5,4,5,3,6,2,6.11,3,7,10,6,9,4,5,3,5,9,10,9,7,10,1,8,8,0
8,6,5,9,6,4,3,7.09,7,3,0,5,5,1,10,1,6,0,0,0,4,8,4,9,7,1
0,6,8,2,3,3,2,6.39,3,7,6,2,3,3,5,10,3,5,6,7,6,9,7,5,0,0
8,3,3,8,2,7,6,7.84,3,7,5,5,8,9,4,4,8,8,7,10,9,3,9,5,5,0
7,7,1,2,5,3,6,6.21,7,2,5,4,6,10,2,3,6,2,9,6,6,1,9,5,7,1
3,8,4,10,0,1,3,6.59,0,10,1,0,3,4,8,5,6,5,7,0,5,8,5,4,7,0
10,7,2,14,1,9,6,7.39,0,10,2,3,10,5,6,6,9,2,2,8,9,5,10,10,6,0
9,4,1,11,4,5,4,7.68,6,4,3,5,5,5,3,1,7,10,6,3,3,10,4,0,8,0
4,6,0,11,5,1,0,3.46,7,3,2,4,1,8,5,1,4,4,0,6,5,9,3,3,10,1
4,6,9,2,4,2,9,6.51,3,8,1,3,2,3,4,7,5,10,10,2,8,2,10,9,0,0
10,7,1,4,1,0,3,6.59,1,8,2,2,10,4,0,8,9,6,2,7,10,1,5,0,10,0
5,7,5,6,3,4,6,3.91,3,7,5,4,6,5,1,4,6,10,5,3,3,5,10,4,3,0
6,5,7,13,5,8,1,8.71,5,5,8,4,10,3,0,6,5,9,8,1,5,9,2,3,5,1
7,6,2,7,6,1,1,7.7,7,2,3,4,3,5,8,8,5,3,4,1,5,5,1,7,8,1
7,7,10,11,4,6,0,6.19,3,6,5,4,9,1,8,0,6,3,4,7,2,8,0,0,1,0
10,8,8,10,7,4,1,7.37,7,2,0,0,6,6,4,7,6,6,8,7,3,4,8,7,1,1
1,8,8,6,5,1,9,6.13,6,4,5,2,8,2,7,9,3,4,8,0,2,10,0,7,0,1
8,7,1,8,3,7,7,9.41,4,5,2,4,4,9,9,9,7,0,5,5,2,8,10,0,10,0
6,6,7,4,4,10,10,7.83,2,8,8,3,0,3,3,8,6,10,4,8,9,4,3,8,4,0
3,8,9,9,2,5,7,6.42,3,7,3,2,4,8,0,8,5,9,9,8,3,1,5,8,3,0
3,7,10,10,4,3,7,6.21,6,3,6,2,5,4,3,9,4,1,1,1,3,0,8,5,2,0
10,5,4,14,7,3,0,6.77,8,3,3,6,10,8,6,6,6,5,10,7,5,8,3,0,8,1
7,8,3,2,6,1,0,6.43,8,1,10,3,1,9,10,9,5,8,7,7,3,9,6,6,6,1
3,7,9,15,7,2,9,7.44,9,2,5,1,7,9,1,2,3,6,7,3,5,6,6,6,3,1
5,6,4,5,4,6,3,7.53,2,7,6,2,1,9,1,4,5,3,6,3,1,2,5,8,7,0
4,6,3,4,7,2,5,7.77,5,4,1,4,8,9,5,1,3,1,7,4,3,5,8,0,8,1
2,7,7,11,4,4,7,3.36,5,5,9,1,1,5,8,10,4,3,2,10,1,9,10,7,4,0
9,7,3,3,7,9,1,7.12,5,5,5,2,2,7,2,9,6,4,2,9,7,3,9,10,7,1
10,6,9,11,4,5,2,10.0,2,8,7,3,7,4,6,2,8,1,1,6,8,8,6,7,1,0
1,7,5,15,6,5,5,7.57,6,4,5,1,10,4,9,9,2,0,0,0,6,1,2,6,4,1
8,9,1,1,7,3,9,7.94,8,2,1,0,5,2,8,6,5,3,2,10,5,10,5,5,10,1
9,8,4,6,4,5,3,9.43,5,5,3,0,0,6,10,0,7,10,2,8,7,3,6,0,7,0
8,6,5,12,5,2,1,7.77,6,4,0,4,3,1,8,2,6,5,6,2,3,0,6,10,7,1
0,8,4,4,7,6,6,7.35,5,6,6,2,4,10,10,4,1,0,9,10,9,6,5,9,7,1
9,5,1,3,4,6,3,6.16,2,9,7,4,10,2,3,10,7,0,8,3,10,3,2,10,9,0
2,7,6,11,2,3,7,7.23,4,6,9,3,2,1,1,3,5,8,0,6,1,4,5,7,5,0
7,9,3,13,9,1,7,6.01,8,3,1,1,0,7,0,2,4,4,7,4,3,0,1,4,6,1
5,6,7,7,4,10,6,6.62,3,6,9,5,2,3,5,5,5,1,0,4,4,1,9,3,1,0
4,5,6,8,5,6,9,7.98,4,7,4,4,8,9,4,5,4,10,2,0,8,3,0,4,5,1
4,5,6,8,7,2,8,7.68,7,3,10,4,1,7,5,3,3,1,3,1,4,1,7,4,3,1
5,5,8,2,3,0,3,7.96,1,10,7,3,0,7,6,8,6,3,10,4,8,0,2,9,2,0
6,5,0,2,2,1,6,6.91,4,5,10,6,6,7,8,10,7,10,7,1,8,9,7,2,10,0
0,6,9,4,5,9,9,6.8,7,4,7,2,6,7,9,5,2,1,0,0,7,0,2,3,0,1
8,4,5,4,1,8,9,4.29,0,10,4,6,4,7,9,8,8,3,1,9,4,5,1,3,7,0
2,6,5,9,4,7,0,3.45,4,5,7,3,1,8,10,10,4,10,10,2,1,1,7,7,7,0
3,8,5,1,5,5,3,7.27,5,4,5,2,0,1,5,9,4,5,4,10,4,2,2,4,6,1
9,5,5,0,4,5,1,6.13,3,8,4,5,4,8,5,9,7,6,5,0,10,4,7,5,5,0
0,9,9,7,1,0,8,6.06,0,9,10,2,9,7,2,1,4,5,4,9,0,2,1,9,0,0
10,7,6,2,8,1,4,6.38,6,3,3,4,3,10,7,5,6,3,2,7,7,5,3,1,2,1
9,8,9,0,5,3,2,4.72,5,4,4,1,8,9,8,3,7,9,9,7,1,6,8,8,3,1
2,5,5,15,7,2,3,7.58,9,1,3,4,4,0,0,1,2,2,6,7,6,9,0,7,6,1
